TTPIA A/V Box,format,TTPIAavid,NORMALIZED_CALL_NO,ttpia reel #,#,of,#,BIB_ID,date / range,extent,medium,new title,creator,description note,TITLE,reformatting note,,YYYY,,MM,,DD,
no box,"RR 15""",,MFILM V10001 REEL 1918 FRAME NA,1918,06,of,06,27285,1977 / 1978,6 reels-16mm,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,01,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1978,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,02,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1979,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,03,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1980,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,04,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1981,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,05,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1982,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,06,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1983,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,07,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1984,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,08,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1985,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,09,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1986,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,10,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1987,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,11,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1988,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,12,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1989,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,13,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1990,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,14,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1991,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,15,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1992,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,16,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1993,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"RR 7.5""",,MFILM V10001 REEL 1918 FRAME NA,1918,17,of,17,27285,1977 / 1978,SUPER 8MM (17 REELS) WITH DIFFERENT MATERIAL. 150 PP BOOK OF NOTES. 1977-1994,film,Lamotrek.,"Metzgar, Eric",no sound. life on lamotrek-customs/traditions/daily activities. ,"LAMOTREK 6 REELS-16MM, LIFE ON LAMOTREK-CUSTOMS/TRADITIONS/DAILY ACTIVITIES. NO SOUND, UNDATED.",,.,,,,,,
no box,"11.5"" diameter",,MFILM V10001 REEL 1985 FRAME NA,1985,01,of,01,29943,1968,,video,mission to micronesia movie of visit of secretary of interior walter j. hickel to micronesia.,,,MISSION TO MICRONESIA MOVIE OF VISIT OF SECRETARY OF INTERIOR WALTER J. HICKEL TO MICRONESIA.,Copied by MICSEM Feb. 2006,.,,,,,,
no box,"7.25"" diameter",,MFILM V10001 REEL 4025 FRAME NA,4025,01,of,01,35742,1975,7min. 31 sec. 8mm,,"Covenant signing in February 1975, Saipan. 1975",,,"7MIN. 31 SEC. 8MM MOVIE OF THE COVENANT SIGNING IN FEBRUARY 1975, SAIPAN. 1975",Copied by MICSEM Feb. 2006,.,,,,,,
no box,"7.25"" diameter",,Not in index (NII),NII-0005,01,of,01,NII,,,video,Yap. ,,,,Copied by MICSEM Feb. 2006,.,,,,,,
no box,"11.5"" diameter",,Not in index (NII),NII-0006,01,of,01,NII,,,video,The silent warrior. No. 6.,,,,Copied by MICSEM Feb. 2006,.,,,,,,
no box,"12.75"" diameter",,Not in index (NII),NII-0007,01,of,01,NII,,,video,The Bikinians.,,,,Copied by MICSEM Feb. 2006,.,,,,,,
no box,"16"" diameter",,Not in index (NII),NII-0008,01,of,01,NII,,,video,"Stirlin Harris ""As long as we're together""",,,,Copied by MICSEM Feb. 2006,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1603 FRAME NA,1603,01,of,01,26224,1976,(1 TAPE),audio,"mbs interview with senator andon amaraich, chairman of the cfps&t on future political status, july 8, 1976.",,,"MBS INTERVIEW WITH SENATOR ANDON AMARAICH, CHAIRMAN OF THE CFPS&T ON FUTURE POLITICAL STATUS, JULY 8, 1976.",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1606 FRAME NA,1606,01,of,01,26227,1975,(1 TAPE),audio,mns weekly radio program - 1 program - 1975 announcing dota fred zeder's visit to the ttpi.,,,MNS WEEKLY RADIO PROGRAM - 1 PROGRAM - 1975 ANNOUNCING DOTA FRED ZEDER'S VISIT TO THE TTPI.,,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1611 FRAME NA,1611,01,of,02,26232,1975,"(1 TAPE, 2CC)",audio,Interview with senator lazarus salii (constitutional convention) part 2 of 2 parts. part 1 missing.,ESG Dialog for Micronesia,,ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH SENATOR LAZARUS SALII (CONSTITUTIONAL CONVENTION) PART 2 OF 2 PARTS. PART 1 MISSING.,,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1611 FRAME NA,1611,02,of,02,26232,1975,"(1 TAPE, 2CC)",audio,Interview with senator lazarus salii (constitutional convention) part 2 of 2 parts. part 1 missing.,ESG Dialog for Micronesia,,ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH SENATOR LAZARUS SALII (CONSTITUTIONAL CONVENTION) PART 2 OF 2 PARTS. PART 1 MISSING.,,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1612 FRAME NA,1612,01,of,02,26233,1975,"(1 TAPE, 2 CC)",audio,"Interview with kikuo apis (ponape) of the constitutional convention, august 21, 1975.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH KIKUO APIS (PONAPE) OF THE CONSTITUTIONAL CONVENTION, AUGUST 21, 1975.",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1612 FRAME NA,1612,02,of,02,26233,1975,"(1 TAPE, 2 CC)",audio,"Interview with kikuo apis (ponape) of the constitutional convention, august 21, 1975.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH KIKUO APIS (PONAPE) OF THE CONSTITUTIONAL CONVENTION, AUGUST 21, 1975.",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1617 FRAME NA,1617,01,of,01,26238,1974,(1 REEL),audio,"Interview with ibedul gibbons (palau) at the truk traditional leaders conference, november 1974.",ESG Dialog for Micronesia,,"ESG INTERVIEW WITH IBEDUL GIBBONS (PALAU) AT THE TRUK TRADITIONAL LEADERS CONFERENCE, NOVEMBER 1974.",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1618 FRAME NA,1618,01,of,01,26239,1975,(1 TAPE),audio,"Interview with hilary tacheliol, v. chair- man of gov. structure committee, constitutional convention.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH HILARY TACHELIOL, V. CHAIR- MAN OF GOV. STRUCTURE COMMITTEE, CONSTITUTIONAL CONVENTION.",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1619 FRAME NA,1619,01,of,01,26240,1975,(1 REEL),audio,"Interview with dr. hiroshi, ismael (kosrae) chairman of gov. functions - constitutional convention, aug. 22, 1975.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH DR. HIROSHI, ISMAEL (KOSRAE) CHAIRMAN OF GOV. FUNCTIONS - CONSTITUTIONAL CONVENTION, AUG. 22, 1975.",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1620 FRAME NA,1620,01,of,01,26241,1978,(1 TAPE) (PURPOSE OF MISSION),audio,"statements by shiela harden and m. brochnan, u. n. observers to the constitutional referendum in the marshalls, july 3, 1978.",,,"STATEMENTS BY SHIELA HARDEN AND M. BROCHNAN, U. N. OBSERVERS TO THE CONSTITUTIONAL REFERENDUM IN THE MARSHALLS, JULY 3, 1978.",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1629 FRAME NA,1629,01,of,01,26250,1975,(1 TAPE),audio,"Interview with tosiwo nakayama, leo falcom, chutomu nimwes and carl heine, august 22, 1975. report of leadership of constitutional convention.",ESG Dialog for Micronesia,,"ESG DIALOGUE FOR MICRONESIA INTERVIEW WITH TOSIWO NAKAYAMA, LEO FALCOM, CHUTOMU NIMWES AND CARL HEINE, AUGUST 22, 1975. REPORT OF LEADERSHIP OF CONSTITUTIONAL CONVENTION.",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1635 FRAME NA,1635,01,of,01,26255,1964,(1 TAPE),audio,"discussion of micronesia unity in the saipan legislature, oct. 16, 1964. in chamorro with some english.",,,"DISCUSSION OF MICRONESIA UNITY IN THE SAIPAN LEGISLATURE, OCT. 16, 1964. IN CHAMORRO WITH SOME ENGLISH.",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1636 FRAME NA,1636,01,of,01,26256,1975,(1 TAPE)(10 MIN) SUBJ. COMPENSATION FOR PEOPLE.,audio,"report of the special joint committee on rongelap and utirik atolls by olympio borja, chairman. june 28, 1975.",,,"REPORT OF THE SPECIAL JOINT COMMITTEE ON RONGELAP AND UTIRIK ATOLLS BY OLYMPIO BORJA, CHAIRMAN. JUNE 28, 1975.",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1637 FRAME NA,1637,01,of,01,26257,1974,,audio,"speech by senator edward dlg pangelinan (cnmi) on foreign investment in micronesia, january 29, 1974. 1974",,,"SPEECH BY SENATOR EDWARD DLG PANGELINAN (CNMI) ON FOREIGN INVESTMENT IN MICRONESIA, JANUARY 29, 1974. 1974",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1638 FRAME NA,1638,01,of,01,26258,1978,(1 TAPE),audio,"speech by mrs senely philip to the congress of micronesia and other ponape leadership women's organization luncheon for the congess, feb. 25, 1978.",,,"SPEECH BY MRS SENELY PHILIP TO THE CONGRESS OF MICRONESIA AND OTHER PONAPE LEADERSHIP WOMEN'S ORGANIZATION LUNCHEON FOR THE CONGESS, FEB. 25, 1978.",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1642 FRAME NA,1642,01,of,01,26262,1976,(1 TAPE),audio,"Sound track for filmstrip program ""the democratic process in micronesia."" ",ESG Dialog for Micronesia,,"ESG SOUND TRACH FOR FILMSTRIP PROGRAM ""THE DEMOCRATIC PROCESS IN MICRONESIA."" (1 TAPE)",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1643 FRAME NA,1643,01,of,02,26263,1975 / 1977,"(TRACH FOR SLIDE/FILMSTRIP PROGRAM) (2 TAPES, 2 CC)",audio,Sound track on the political process used to achieve commonwealth in the northern marianas.,ESG Dialog for Micronesia,,ESG SOUND TRACK ON THE POLITICAL PROCESS USED TO ACHIEVE COMMONWEALTH IN THE NORTHERN MARIANAS.,,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1643 FRAME NA,1643,02,of,02,26263,1975 / 1977,"(TRACH FOR SLIDE/FILMSTRIP PROGRAM) (2 TAPES, 2 CC)",audio,Sound track on the political process used to achieve commonwealth in the northern marianas.,ESG Dialog for Micronesia,,ESG SOUND TRACK ON THE POLITICAL PROCESS USED TO ACHIEVE COMMONWEALTH IN THE NORTHERN MARIANAS.,,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1644 FRAME NA,1644,01,of,02,26264,1975 / 1978,"(2 TAPES, 2 CC)",audio,"Eeekly news summary on political events, 2 programs of the series. may 16, 1978 and oct. 1, 1975.",ESG Dialog for Micronesia,,"ESG WEEKLY NEWS SUMMARY ON POLITICAL EVENTS, 2 PROGRAMS OF THE SERIES. MAY 16, 1978 AND OCT. 1, 1975.",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1644 FRAME NA,1644,02,of,02,26264,1975 / 1978,"(2 TAPES, 2 CC)",audio,"Eeekly news summary on political events, 2 programs of the series. may 16, 1978 and oct. 1, 1975.",ESG Dialog for Micronesia,,"ESG WEEKLY NEWS SUMMARY ON POLITICAL EVENTS, 2 PROGRAMS OF THE SERIES. MAY 16, 1978 AND OCT. 1, 1975.",,.,,,,,,
RR5 01,"5.25x5.25""",,MFILM V10001 REEL 1645 FRAME NA,1645,01,of,01,26265,1978,(1 TAPE),audio,"Radio spots to encourage voters to vote in the july 12, 1978 referendum on the federated states of micronesia constitution.",ESG Dialog for Micronesia,,"ESG RADIO SPOTS TO ENCOURAGE VOTERS TO VOTE IN THE JULY 12, 1978 REFERENDUM ON THE FEDERATED STATES OF MICRONESIA CONSTITUTION.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1646 FRAME NA,1646,01,of,04,26266,1975,(1 TAPE),audio,"Radio series to educate the people on the advisory political status referendum, july 8, 1975.",ESG Dialog for Micronesia,,"ESG RADIO SERIES TO EDUCATE THE PEOPLE ON THE ADVISORY POLITICAL STATUS REFERENDUM, JULY 8, 1975.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1646 FRAME NA,1646,02,of,04,26266,1975,(1 TAPE),audio,"Radio series to educate the people on the advisory political status referendum, july 8, 1975.",ESG Dialog for Micronesia,,"ESG RADIO SERIES TO EDUCATE THE PEOPLE ON THE ADVISORY POLITICAL STATUS REFERENDUM, JULY 8, 1975.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1647 FRAME NA,1647,01,of,03,26267,1974,"(3 TAPES, 3 CC)",audio,"""Our Micronesia"" a radio series about constitutions prior to the constitutional convention-political education, 3 of a original 14 program series.",ESG Dialog for Micronesia,,"ESG PROGRAM ""OUR MICRONESIA"" A RADIO SERIES ABOUT CONSTITUTIONS PRIOR TO THE CONSTITUTIONAL CONVENTION-POLITICAL EDUCATION, 3 OF A ORIGINAL 14 PROGRAM SERIES.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1647 FRAME NA,1647,02,of,03,26267,1974,"(3 TAPES, 3 CC)",audio,"""Our Micronesia"" a radio series about constitutions prior to the constitutional convention-political education, 3 of a original 14 program series.",ESG Dialog for Micronesia,,"ESG PROGRAM ""OUR MICRONESIA"" A RADIO SERIES ABOUT CONSTITUTIONS PRIOR TO THE CONSTITUTIONAL CONVENTION-POLITICAL EDUCATION, 3 OF A ORIGINAL 14 PROGRAM SERIES.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1647 FRAME NA,1647,03,of,03,26267,1974,"(3 TAPES, 3 CC)",audio,"""Our Micronesia"" a radio series about constitutions prior to the constitutional convention-political education, 3 of a original 14 program series.",ESG Dialog for Micronesia,,"ESG PROGRAM ""OUR MICRONESIA"" A RADIO SERIES ABOUT CONSTITUTIONS PRIOR TO THE CONSTITUTIONAL CONVENTION-POLITICAL EDUCATION, 3 OF A ORIGINAL 14 PROGRAM SERIES.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1648 FRAME NA,1648,01,of,10,26268,1973,"(SOME DUPLICATE TAPES) (6 TAPES, 10 CC)",audio,"political education of the air, program #71-6, july 5, 1973. discussion of free association and other political status issues.",,,"POLITICAL EDUCATION OF THE AIR, PROGRAM #71-6, JULY 5, 1973. DISCUSSION OF FREE ASSOCIATION AND OTHER POLITICAL STATUS ISSUES.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1648 FRAME NA,1648,02,of,10,26268,1973,"(SOME DUPLICATE TAPES) (6 TAPES, 10 CC)",audio,"political education of the air, program #71-6, july 5, 1973. discussion of free association and other political status issues.",,,"POLITICAL EDUCATION OF THE AIR, PROGRAM #71-6, JULY 5, 1973. DISCUSSION OF FREE ASSOCIATION AND OTHER POLITICAL STATUS ISSUES.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1648 FRAME NA,1648,03,of,10,26268,1973,"(SOME DUPLICATE TAPES) (6 TAPES, 10 CC)",audio,"political education of the air, program #71-6, july 5, 1973. discussion of free association and other political status issues.",,,"POLITICAL EDUCATION OF THE AIR, PROGRAM #71-6, JULY 5, 1973. DISCUSSION OF FREE ASSOCIATION AND OTHER POLITICAL STATUS ISSUES.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1648 FRAME NA,1648,04,of,10,26268,1973,"(SOME DUPLICATE TAPES) (6 TAPES, 10 CC)",audio,"political education of the air, program #71-6, july 5, 1973. discussion of free association and other political status issues.",,,"POLITICAL EDUCATION OF THE AIR, PROGRAM #71-6, JULY 5, 1973. DISCUSSION OF FREE ASSOCIATION AND OTHER POLITICAL STATUS ISSUES.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1648 FRAME NA,1648,05,of,10,26268,1973,"(SOME DUPLICATE TAPES) (6 TAPES, 10 CC)",audio,"political education of the air, program #71-6, july 5, 1973. discussion of free association and other political status issues.",,,"POLITICAL EDUCATION OF THE AIR, PROGRAM #71-6, JULY 5, 1973. DISCUSSION OF FREE ASSOCIATION AND OTHER POLITICAL STATUS ISSUES.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1648 FRAME NA,1648,06,of,10,26268,1973,"(SOME DUPLICATE TAPES) (6 TAPES, 10 CC)",audio,"political education of the air, program #71-6, july 5, 1973. discussion of free association and other political status issues.",,,"POLITICAL EDUCATION OF THE AIR, PROGRAM #71-6, JULY 5, 1973. DISCUSSION OF FREE ASSOCIATION AND OTHER POLITICAL STATUS ISSUES.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1648 FRAME NA,1648,07,of,10,26268,1973,"(SOME DUPLICATE TAPES) (6 TAPES, 10 CC)",audio,"political education of the air, program #71-6, july 5, 1973. discussion of free association and other political status issues.",,,"POLITICAL EDUCATION OF THE AIR, PROGRAM #71-6, JULY 5, 1973. DISCUSSION OF FREE ASSOCIATION AND OTHER POLITICAL STATUS ISSUES.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1648 FRAME NA,1648,08,of,10,26268,1973,"(SOME DUPLICATE TAPES) (6 TAPES, 10 CC)",audio,"political education of the air, program #71-6, july 5, 1973. discussion of free association and other political status issues.",,,"POLITICAL EDUCATION OF THE AIR, PROGRAM #71-6, JULY 5, 1973. DISCUSSION OF FREE ASSOCIATION AND OTHER POLITICAL STATUS ISSUES.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1648 FRAME NA,1648,09,of,10,26268,1973,"(SOME DUPLICATE TAPES) (6 TAPES, 10 CC)",audio,"political education of the air, program #71-6, july 5, 1973. discussion of free association and other political status issues.",,,"POLITICAL EDUCATION OF THE AIR, PROGRAM #71-6, JULY 5, 1973. DISCUSSION OF FREE ASSOCIATION AND OTHER POLITICAL STATUS ISSUES.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1648 FRAME NA,1648,10,of,10,26268,1973,"(SOME DUPLICATE TAPES) (6 TAPES, 10 CC)",audio,"political education of the air, program #71-6, july 5, 1973. discussion of free association and other political status issues.",,,"POLITICAL EDUCATION OF THE AIR, PROGRAM #71-6, JULY 5, 1973. DISCUSSION OF FREE ASSOCIATION AND OTHER POLITICAL STATUS ISSUES.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1650 FRAME NA,1650,01,of,01,26310,1974,(1 TAPE),audio,"comments concerning a statement by sec. of the interior morton, sen. john mangefel (yap), sen. ed. pangelinan & borja (cnmi), 1974. lifting restruction on foreign investment.",,,"COMMENTS CONCERNING A STATEMENT BY SEC. OF THE INTERIOR MORTON, SEN. JOHN MANGEFEL (YAP), SEN. ED. PANGELINAN & BORJA (CNMI), 1974. LIFTING RESTRUCTION ON FOREIGN INVESTMENT.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1700 FRAME NA,1700,01,of,01,26311,1975,"(1 TAPE, 22 MINUTES)",audio,"speech by senator john a. mangefel of yap state on the compact and polycarp basilius of palau. ponape special session, 4th congress.",,,"SPEECH BY SENATOR JOHN A. MANGEFEL OF YAP STATE ON THE COMPACT AND POLYCARP BASILIUS OF PALAU. PONAPE SPECIAL SESSION, 4TH CONGRESS.",,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1701 FRAME NA,1701,01,of,01,26312,1978,(1 TAPE),audio,speech by john mangefel of yap state to a ponapean women's group. unity of micronesia. with ponapean translation.,,,SPEECH BY JOHN MANGEFEL OF YAP STATE TO A PONAPEAN WOMEN'S GROUP. UNITY OF MICRONESIA. WITH PONAPEAN TRANSLATION.,,.,,,,,,
RR5 02,"5.25x5.25""",,MFILM V10001 REEL 1702 FRAME NA,1702,01,of,01,26313,1977,(1 TAPE),audio,"speech by yap senator john a. mangefel (letter to counsin ngabachey) regarding cia, transportation, taxes and u. s. micro. relations, feb. 4, 1977.",,,"SPEECH BY YAP SENATOR JOHN A. MANGEFEL (LETTER TO COUNSIN NGABACHEY) REGARDING CIA, TRANSPORTATION, TAXES AND U. S. MICRO. RELATIONS, FEB. 4, 1977.",,.,,,,,,
